time_stamp,entity,new_status
1635855000.0,automation.cameraOffWhenAtHome,on
1635855000.0,automation.lightsOffWhenTooBright,unavailable
1635855000.0,automation.cameraOnWhenUserLeave,on
1635855000.0,automation.lightsOnWhenMotionDetected,on
1635855000.0,window,unavailable
1635855000.0,ipCamera.motionActive,unavailable
1635855000.0,phone.charging,on
1635855000.0,door,unavailable
1635855000.0,rolo.position,closed
1635855000.0,phone.atHome,home
1635855000.0,camera.status,off
1635855000.0,ceilingLamp,off
1635855000.0,deskLamp,off
1635855000.0,person.home,home
1635855000.0,co2.value,unknown
1635855000.0,co2.status,unknown
1635855000.0,humidity,54.00
1635855000.0,temperature,21.90
1635855000.0,thermostat.heatingTemperature,16
1635855000.0,thermostat.measuredTemperature,unavailable
1635855000.0,ipCamera.LightLevel,unavailable
1635855000.0,ipCamera.motion,unavailable
1635855000.0,ipCamera.sound,unavailable
1635855000.0,phone.activity,still
1635855000.0,phone.sleepConfidence,69
1635855000.0,phone.wifiConnection,Rot26Encrypted
1635855000.0,sun,below_horizon
1635855000.0,weather.homeLocation,unknown
1635855000.0,weather.town,unavailable
