time_stamp,entity,new_status
1634901000.0,automation.cameraOffWhenAtHome,on
1634901000.0,automation.lightsOffWhenTooBright,unavailable
1634901000.0,automation.cameraOnWhenUserLeave,on
1634901000.0,automation.lightsOnWhenMotionDetected,on
1634901000.0,window,off
1634901000.0,ipCamera.motionActive,unavailable
1634901000.0,phone.charging,on
1634911014.277343,phone.charging,off
1634923282.832035,phone.charging,on
1634925274.81369,phone.charging,off
1634953823.766159,phone.charging,on
1634901000.0,door,off
1634901434.062395,door,on
1634901522.073523,door,off
1634904237.9564,door,on
1634904709.404315,door,off
1634907335.743455,door,on
1634907444.514055,door,off
1634908668.872321,door,on
1634910614.017868,door,off
1634912397.474086,door,on
1634913464.690895,door,off
1634918736.505843,door,on
1634918864.523588,door,off
1634923514.934881,door,on
1634925335.385997,door,off
1634974522.652474,door,on
1634975687.151535,door,off
1634975818.222053,door,on
1634901000.0,rolo.position,open
1634953574.811245,rolo.position,closed
1634973598.215907,rolo.position,open
1634901000.0,phone.atHome,home
1634911129.012016,phone.atHome,home
1634912041.280728,phone.atHome,home
1634916972.852548,phone.atHome,home
1634917982.232554,phone.atHome,home
1634919061.681927,phone.atHome,home
1634920082.194666,phone.atHome,home
1634921041.250419,phone.atHome,home
1634922038.174865,phone.atHome,home
1634922992.503941,phone.atHome,home
1634924041.315591,phone.atHome,home
1634924147.548675,phone.atHome,home
1634925061.291536,phone.atHome,home
1634954217.713479,phone.atHome,home
1634955176.87766,phone.atHome,home
1634956131.086404,phone.atHome,home
1634957067.295462,phone.atHome,home
1634958102.122453,phone.atHome,home
1634958367.833522,phone.atHome,home
1634959289.405202,phone.atHome,home
1634960281.029512,phone.atHome,home
1634961285.619393,phone.atHome,home
1634962261.326172,phone.atHome,home
1634963209.885788,phone.atHome,home
1634964147.941347,phone.atHome,home
1634964711.112709,phone.atHome,home
1634965654.11136,phone.atHome,home
1634965778.288922,phone.atHome,home
1634966761.312774,phone.atHome,home
1634967721.297982,phone.atHome,home
1634968657.102401,phone.atHome,home
1634968801.333731,phone.atHome,home
1634969760.935043,phone.atHome,home
1634970721.334133,phone.atHome,home
1634971771.913908,phone.atHome,home
1634971921.323673,phone.atHome,home
1634972502.142592,phone.atHome,home
1634973541.294491,phone.atHome,home
1634974487.637288,phone.atHome,home
1634901000.0,camera.status,off
1634901000.0,ceilingLamp,off
1634953512.563344,ceilingLamp,on
1634953847.997779,ceilingLamp,off
1634953849.582864,ceilingLamp,on
1634953862.435333,ceilingLamp,off
1634972188.496649,ceilingLamp,on
1634972397.515791,ceilingLamp,off
1634973597.138261,ceilingLamp,on
1634975675.292259,ceilingLamp,off
1634901000.0,deskLamp,off
1634953512.526224,deskLamp,on
1634953847.977903,deskLamp,off
1634953849.562596,deskLamp,on
1634953862.414043,deskLamp,off
1634972188.463768,deskLamp,on
1634972397.496477,deskLamp,off
1634973597.119516,deskLamp,on
1634975675.27643,deskLamp,off
1634901000.0,person.home,home
1634901000.0,co2.value,unknown
1634901000.0,co2.status,unknown
1634901000.0,humidity,54.00
1634901000.0,temperature,21.90
1634901000.0,thermostat.heatingTemperature,18
1634934600.010968,thermostat.heatingTemperature,16
1634967000.015978,thermostat.heatingTemperature,18
1634901000.0,thermostat.measuredTemperature,unknown
1634901000.0,ipCamera.LightLevel,unavailable
1634901000.0,ipCamera.motion,unavailable
1634901000.0,ipCamera.sound,unavailable
1634901000.0,phone.activity,still
1634911435.187129,phone.activity,unknown
1634911814.099616,phone.activity,still
1634913005.211704,phone.activity,walking
1634916774.533057,phone.activity,still
1634925330.252822,phone.activity,unknown
1634953823.765802,phone.activity,still
1634973621.314073,phone.activity,unknown
1634974114.006683,phone.activity,still
1634901000.0,phone.sleepConfidence,48
1634911014.276941,phone.sleepConfidence,3
1634911316.889025,phone.sleepConfidence,1
1634911814.09994,phone.sleepConfidence,3
1634912327.836933,phone.sleepConfidence,53
1634912687.040213,phone.sleepConfidence,8
1634916774.533391,phone.sleepConfidence,90
1634916972.92354,phone.sleepConfidence,63
1634917335.349974,phone.sleepConfidence,76
1634917699.822764,phone.sleepConfidence,54
1634918057.143141,phone.sleepConfidence,77
1634918411.859278,phone.sleepConfidence,90
1634918771.756937,phone.sleepConfidence,86
1634919130.383528,phone.sleepConfidence,67
1634919496.656791,phone.sleepConfidence,3
1634919988.510694,phone.sleepConfidence,27
1634920349.820281,phone.sleepConfidence,84
1634920707.79527,phone.sleepConfidence,91
1634921067.921841,phone.sleepConfidence,94
