time_stamp,entity,new_status
1627261200.0,automation.lightsOnWhenMotionDetected,on
1627261200.0,automation.lightsOffWhenTooBright,on
1627261200.0,automation.lightsOffWhenNoMotion,on
1627261200.0,window,off
1627262588.74947,window,unavailable
1627262592.089536,window,off
1627262651.969655,window,unavailable
1627262666.12523,window,off
1627261200.0,controll.accessRoom1,off
1627261200.0,hue.motionSensor.motion,off
1627261200.0,ipCamera.motionActive,off
1627291397.67565,ipCamera.motionActive,unavailable
1627291407.94291,ipCamera.motionActive,off
1627324188.675505,ipCamera.motionActive,unavailable
1627324198.825918,ipCamera.motionActive,off
1627330075.502689,ipCamera.motionActive,unavailable
1627330085.647401,ipCamera.motionActive,off
1627261200.0,phone.locked,off
1627261200.0,door,off
1627262588.748793,door,unavailable
1627262592.089012,door,off
1627262651.969301,door,unavailable
1627262666.124658,door,off
1627261200.0,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1625046143.687241,climate.controllAccessPoint,auto
1627261200.0,phone.atHome,home
1627261200.0,ceilingLamp,off
1627261200.0,deskLamp,off
1627261200.0,person.home,home
1627261200.0,humidity,59.10
1627261307.584369,humidity,59.20
1627261813.749937,humidity,59.10
1627261876.675023,humidity,59.20
1627261940.723852,humidity,59.10
1627262003.893251,humidity,59.20
1627262509.899786,humidity,59.30
1627262637.018759,humidity,59.20
1627262890.385944,humidity,59.30
1627263016.892824,humidity,59.20
1627263080.039093,humidity,59.30
1627263142.979342,humidity,59.20
1627263333.393996,humidity,59.30
1627263523.421423,humidity,59.20
1627263649.914492,humidity,59.30
1627263713.068879,humidity,59.20
1627263966.537809,humidity,59.30
1627264029.660975,humidity,59.20
1627265612.752777,humidity,59.30
1627265739.665756,humidity,59.20
1627265802.824405,humidity,59.30
1627265866.156534,humidity,59.20
1627265992.256507,humidity,59.30
1627266056.294524,humidity,59.20
1627266182.787871,humidity,59.30
1627266308.916321,humidity,59.20
1627266436.038544,humidity,59.30
1627266499.360208,humidity,59.20
1627266689.428753,humidity,59.30
1627267702.420887,humidity,59.40
1627267765.735809,humidity,59.30
1627267828.872447,humidity,59.40
1627267955.808658,humidity,59.30
1627268145.441794,humidity,59.40
1627268462.106607,humidity,59.30
1627268652.213334,humidity,59.40
1627268715.540685,humidity,59.30
1627268778.699709,humidity,59.40
1627268905.674075,humidity,59.30
1627269095.323015,humidity,59.40
1627269348.77692,humidity,59.30
1627269474.880929,humidity,59.40
1627269538.916791,humidity,59.30
1627269602.050286,humidity,59.40
1627269665.397253,humidity,59.30
1627269728.557998,humidity,59.40
1627270298.62124,humidity,59.30
1627270361.757815,humidity,59.40
1627270551.814676,humidity,59.30
1627270615.132612,humidity,59.40
1627270678.305947,humidity,59.30
1627270741.25732,humidity,59.40
1627270805.199196,humidity,59.30
1627270868.337347,humidity,59.40
1627271184.86699,humidity,59.30
1627271374.306881,humidity,59.40
1627271438.335645,humidity,59.30
1627271627.960892,humidity,59.40
1627271944.577947,humidity,59.30
1627272071.477146,humidity,59.40
1627272451.216173,humidity,59.30
1627272514.549683,humidity,59.40
1627272640.647525,humidity,59.30
1627272704.614663,humidity,59.40
1627273210.771427,humidity,59.50
1627273273.721144,humidity,59.40
1627273337.755846,humidity,59.50
1627273400.923503,humidity,59.40
1627273527.409969,humidity,59.50
1627273590.380264,humidity,59.40
1627273654.37648,humidity,59.50
1627273717.557163,humidity,59.40
1627273780.89961,humidity,59.50
1627273844.069469,humidity,59.40
1627273907.029186,humidity,59.50
1627274097.461701,humidity,59.40
1627274223.567112,humidity,59.50
1627274350.64962,humidity,59.40
1627274413.984706,humidity,59.50
1627274540.089176,humidity,59.40
1627274667.275694,humidity,59.50
1627275110.308873,humidity,59.40
1627275173.222241,humidity,59.50
1627275363.725835,humidity,59.40
1627275426.904065,humidity,59.50
1627275616.963919,humidity,59.60
1627275680.304558,humidity,59.50
1627275870.418855,humidity,59.60
1627275933.55401,humidity,59.50
1627276313.424275,humidity,59.40
1627276756.097907,humidity,59.50
1627276946.545736,humidity,59.40
1627277009.717832,humidity,59.50
1627277263.177319,humidity,59.40
1627277453.217093,humidity,59.50
1627277705.800232,humidity,59.40
1627278022.366878,humidity,59.30
1627278193.790195,humidity,59.40
1627278257.128453,humidity,59.30
1627278699.825981,humidity,59.40
1627278763.833759,humidity,59.30
1627279206.821973,humidity,59.20
1627279460.054304,humidity,59.30
1627279523.409043,humidity,59.20
1627279839.960107,humidity,59.10
1627279903.084992,humidity,59.30
1627279966.048948,humidity,59.20
1627280093.195705,humidity,59.10
